NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
RENAISSANCERE HDG.,BMG7496G1033,,,,,,42.46,40.74,33.44,47.05,42.24,46.12,41.22,42.7,42.04,42.6,35.48,39.9,37.61,38.29,38.66,37.28,42.45,39.33,36.99,
SEADRILL,BMG7997W1029,,,,,,,3.82,7.5,9.21,14.2,11.24,12.15,11.05,9.36,9.81,13.06,13.25,13.15,13.37,24.02,24.29,27.69,37.09,44.05,
SHANGRI-LA ASIA,BMG8063F1068,,,,,,11.06,17.82,24.08,28.86,33.46,27.79,41.87,37.74,57.45,54.93,55.46,58.79,61.22,64.1,69.92,72.43,71.6,71.56,76.04,77.77
SIGNET JEWELERS,BMG812761002,,,,49.1,34.49,49.07,37.34,37.74,56.95,60.28,54.96,65.42,60.76,59.41,61.63,60.64,64.22,64.48,66.89,72.85,65.65,69.42,68.25,65.71,62.39
SINOFERT HOLDINGS,BMG8403G1033,,,,,,,,,,,,22.2,19.19,11.93,13.04,15.07,15.96,17.07,18.61,17.9,24.6,33.63,42.13,43.88,37.23
STOLT-NIELSEN,BMG850801025,,,,20.93,16.53,24.29,22.22,30.2,23.81,18.96,14.3,22.27,19.43,16.75,15.14,16.02,19.11,20.91,23.46,29.44,55.5,57.7,51.53,44.34,42.7
VALARIS,BMG9460G1015,,,,,,,,,,,,,,,,,,,,,,,,56.71,
WHITE MOUNTAINS IN.GP.,BMG9618E1075,,,,,,,,,31.58,27.54,26.88,27.02,26.54,26.05,26.2,29.25,30.32,23.53,28.83,37.56,37.81,43.19,43.74,40.79,37.95
YUE YUEN INDL.HDG.,BMG988031446,,,,,,15.45,26.24,23.25,11.68,20.71,20.2,22.4,21.15,18.74,18.7,24.31,33.22,34.42,35.05,41.54,48.94,51.46,54.66,53.05,60.23
AMBEV ON,BRABEVACNOR1,,,,,,,,,,,,,,,33.53,35.59,45.71,59.5,55.96,45.57,51.25,51.66,57.5,51.8,50.49
BANCO DO BRASIL ON,BRBBASACNOR3,,,,,,,,,,42.59,39.15,49.04,46.81,47.77,47.6,55.96,62.5,65.42,68.25,68.56,75.98,75.29,75.14,78.52,71.75
BANCO BRADESCO PN,BRBBDCACNPR8,,,,,,,,,61.38,79.12,70.55,77.04,75.68,72.7,73.3,72.71,71.84,83.22,78.97,79.72,79.15,80.76,77.86,75.99,78.79
BRF BRASIL FOODS ON,BRBRFSACNOR8,,,,,,,,,,,67.93,59.63,73.51,72.65,73.93,79.23,77.6,76.22,74.14,73.38,77.47,78.25,81.83,79.04,81.09
BRASKEM PN A,BRBRKMACNPA4,,,,,,,,,,,59.57,59.94,55.53,53.42,53.15,44.22,47.0,46.91,57.85,59.04,53.71,55.92,55.8,53.44,52.16
CMPH.COCS. RODOVIARIAS ON,BRCCROACNOR2,,,,,,,,,,56.75,65.28,63.81,69.97,69.67,70.14,70.49,62.96,60.55,68.1,65.18,64.55,64.89,66.94,64.29,62.42
CMPH.ENGT.DE SAOP.B PN DEAD - DELIST.29/03/22,BRCESPACNPB4,,,,,,,,,,,,38.3,36.86,40.35,42.39,42.06,40.37,40.05,49.32,53.8,49.79,46.44,,,
CIA ENERGETICA DE MINAS GERAIS PN,BRCMIGACNPR3,,,,,,,,,65.0,61.79,61.29,58.33,55.6,70.28,72.64,68.6,66.78,68.06,70.38,74.03,76.78,75.54,72.8,74.76,76.08
CPFL ENERGIA ON,BRCPFEACNOR0,,,,,,,,,,71.66,75.14,76.89,71.88,71.33,71.95,70.82,74.73,70.69,66.67,69.95,68.13,64.46,68.2,69.41,66.9
CIA PARANAENSE DE ENERGIA COPEL PN B,BRCPLEACNPB9,,,,,,,,,,,,76.38,73.29,70.17,62.83,67.92,70.03,74.17,71.04,78.05,74.48,83.4,82.33,81.77,80.5
COSAN INDUSTRIA E COMERCIO ON,BRCSANACNOR6,,,,,,,,,,,,53.21,42.79,55.42,48.84,54.51,45.24,39.65,34.95,33.35,25.66,30.4,51.83,52.89,
COMPANHIA SIDERURGICA NACIONAL ON,BRCSNAACNOR6,,,,,,,,,51.0,58.39,61.01,48.05,47.27,50.16,47.09,47.21,55.9,56.98,58.2,49.97,49.69,56.83,62.25,58.75,
CYRELA BRAZIL REALTY ON,BRCYREACNOR7,,,,,,,,,,,,45.82,46.42,54.01,52.36,40.9,42.9,41.21,37.5,32.97,33.7,31.22,40.58,45.86,52.54
DEXCO ON,BRDXCOACNOR8,,,,,,,,,,,61.86,58.03,69.83,67.68,68.84,78.2,74.93,79.33,72.58,83.31,81.68,81.24,78.04,76.48,73.71
ENGIE BRASIL ENERGIA ON,BREGIEACNOR9,,,,,,,,,,56.68,55.41,61.67,56.47,73.29,75.13,74.54,79.97,81.45,89.09,87.17,87.45,85.21,82.31,84.58,86.35
CENTRAIS ELETR BRAS- ELETROBRAS PN B,BRELETACNPB7,,,,,,,,,,33.82,45.54,66.41,64.7,61.81,57.41,61.03,58.92,65.02,67.51,74.39,79.18,80.03,81.14,70.25,71.86
EMBRAER ON,BREMBRACNOR4,,,,,,,,,,,44.3,56.24,59.67,65.7,64.19,59.01,68.73,67.13,67.89,67.29,74.4,60.56,58.96,66.29,61.15
GAFISA ON,BRGFSAACNOR3,,,,,,,,,,,,51.94,50.8,51.03,56.67,41.22,38.75,41.25,43.44,41.67,40.25,40.23,26.58,,
GERDAU PN,BRGGBRACNPR8,,,,,,,,,55.57,46.43,46.21,46.15,54.79,49.86,41.91,41.94,39.4,34.89,34.63,41.8,52.56,49.85,56.61,58.57,66.21
METALURGICA GERDAU PN,BRGOAUACNPR8,,,,,,,,,,,,,49.83,47.13,43.06,47.05,48.04,43.43,40.02,53.87,67.41,70.72,71.05,69.28,
GOL LINHAS AEREAS INTELIGENTES PN,BRGOLLACNPR4,,,,,,,,,,,,61.3,56.96,59.39,55.62,54.44,46.66,48.23,48.06,51.59,53.09,49.46,50.36,52.62,61.16
ITAUSA INVESTIMENTOS ITAU PN,BRITSAACNPR7,,,,,,,,,,27.25,29.84,43.57,40.42,35.56,33.53,29.17,41.67,54.63,57.62,56.79,60.93,58.57,50.29,56.33,55.27
ITAU UNIBANCO HOLDING PN,BRITUBACNPR1,,,,,,,,,62.11,85.36,82.63,85.28,82.7,82.66,83.1,82.99,84.19,88.99,88.46,89.17,89.76,89.5,87.46,89.1,76.2
KLABIN PN,BRKLBNACNPR9,,,,,,,,,,,,49.37,47.55,57.91,65.25,60.54,56.71,58.71,57.86,67.59,66.64,62.15,64.99,73.12,
LIGHT ON,BRLIGTACNOR2,,,,,,,,,,,,50.25,58.18,75.38,75.19,69.79,68.26,63.15,61.5,58.41,62.75,66.77,58.71,,
CMPBRA.DE DISTB.ON,BRPCARACNOR3,,,,,,,,,,,50.47,58.69,78.61,77.17,78.47,72.65,69.35,68.39,70.33,70.01,69.92,68.93,66.31,72.47,68.96
PETROLEO BRASILEIRO PN,BRPETRACNPR6,,,,46.95,63.99,63.02,57.75,48.53,72.63,77.89,80.84,80.35,83.21,79.92,80.44,79.1,77.84,78.99,75.57,74.57,73.23,73.92,75.29,75.27,73.0
LOCALIZA RENT A CAR ON,BRRENTACNOR4,,,,,,,,,,,,39.1,40.66,48.62,47.24,47.81,51.64,49.9,62.38,64.62,63.64,62.33,51.83,55.14,59.04
CPAD.SANMT.BASICO DE SAOP.ON,BRSBSPACNOR5,,,,,,,,,,,,52.46,51.83,58.08,60.48,59.58,61.67,62.6,58.78,66.59,61.47,57.34,58.57,54.66,52.15
SUZANO ON,BRSUZBACNOR0,,,,,,,,,,,,47.85,47.28,45.42,38.68,39.34,34.61,38.48,62.23,60.39,75.93,79.89,92.24,80.55,
USINAS SIDERURGICAS DE MINAS GERAIS PN A,BRUSIMACNPA6,,,,,,,,,,35.27,69.38,73.37,64.88,56.89,50.23,51.97,52.2,44.84,46.45,59.78,60.94,64.13,66.65,59.34,
VALE ON,BRVALEACNOR0,,,,,,,,,73.1,79.52,80.23,84.78,80.36,83.16,84.35,87.2,85.12,77.65,80.61,82.39,86.22,89.37,89.93,89.55,89.06
TELEFONICA BRASIL ON,BRVIVTACNOR0,,,,,,,,,,34.19,30.98,68.9,59.68,69.94,62.86,69.19,64.72,60.89,66.52,61.51,58.34,65.89,68.68,80.12,
WEG ON,BRWEGEACNOR0,,,,,,,,,,,11.61,19.53,53.77,45.76,45.48,30.94,32.24,46.99,51.52,49.59,56.1,58.49,56.94,59.66,60.49
ARC RESOURCES,CA00208D4084,,,,,,16.09,9.51,25.39,41.41,41.51,51.75,47.41,47.65,48.65,41.29,38.96,39.03,41.56,45.15,41.63,45.3,42.42,45.42,42.6,
AGNICO-EAGLE MNS. (NYS),CA0084741085,,,,,,20.83,25.36,26.46,26.13,35.99,65.0,72.56,73.83,69.99,74.7,67.36,72.3,73.64,65.11,64.31,64.09,62.38,61.99,62.05,63.36
AIMIA,CA00900Q1037,,,,,,,,,20.3,23.65,26.7,37.06,33.26,37.19,37.81,53.52,59.76,57.29,34.71,24.08,23.92,21.33,21.14,22.16,
ALIMENTATION COUCHE TARD,CA01626P1484,,,,,,,20.3,13.25,18.36,12.52,14.57,11.95,22.13,21.84,17.83,20.78,19.18,27.74,28.2,41.13,43.1,38.58,38.43,43.58,44.03
BCE,CA05534B7604,,,,,,42.63,31.13,39.28,64.43,74.9,68.82,69.46,72.63,73.29,70.86,57.56,60.6,65.78,68.8,73.97,75.53,69.61,70.53,69.03,67.52
BALLARD PWR.SYS. (NAS),CA0585861085,,,,,,,,,,,,,,,,,,,,,47.33,43.64,41.09,42.32,33.33
BANK OF MONTREAL,CA0636711016,,,,61.75,57.15,65.06,42.62,51.79,53.27,64.65,78.85,80.86,82.26,81.54,79.75,79.28,77.85,79.52,69.66,82.42,79.94,82.38,83.7,81.14,80.65
BK.OF NOVA SCOTIA,CA0641491075,,,,70.37,61.0,73.39,50.16,54.53,74.03,75.26,75.66,87.79,86.83,89.98,88.58,87.49,83.08,75.56,73.72,73.4,80.1,84.16,79.24,79.54,75.99
BARRICK GOLD (NYS),CA0679011084,,,,,,,64.96,56.56,70.82,71.01,83.49,80.63,84.8,78.66,77.11,78.39,81.07,78.51,80.26,83.61,82.11,79.31,74.81,72.07,71.16
BAUSCH HEALTH (NYS) COMPANIES,CA0717341071,,,,,,11.05,9.16,21.6,13.13,28.03,25.42,22.2,15.95,12.82,13.63,31.69,33.57,31.16,36.83,63.55,64.19,71.52,62.97,55.61,55.53
BLACKBERRY (NYS),CA09228F1036,,,,,,,34.56,17.83,38.75,51.51,40.75,62.88,54.67,70.51,66.24,55.19,56.26,63.64,67.23,68.34,67.17,64.96,64.06,74.71,
BOMBARDIER 'B',CA0977518616,,,,,,,12.24,19.87,35.34,57.07,65.05,68.19,73.83,80.07,74.91,69.43,70.6,72.73,73.45,74.12,69.16,66.95,65.99,63.16,59.91
BROOKFIELD A (NYS),CA11271J1075,,,,,,32.59,38.92,33.73,32.57,37.24,37.02,45.34,49.75,62.16,38.07,53.03,60.18,66.13,68.21,63.99,68.32,73.8,70.16,72.19,64.26
CAE,CA1247651088,,,,,,,18.61,27.33,28.98,42.66,31.65,47.02,51.23,44.18,50.79,55.44,56.31,47.23,45.63,39.7,59.67,64.46,56.43,65.8,67.07
CGI A,CA12532H1047,,,,,,11.52,18.76,14.99,30.51,41.4,39.13,48.81,65.7,60.12,53.14,45.8,42.64,45.0,49.62,43.61,53.43,57.94,58.17,57.73,59.92
CI FINANCIAL,CA1254911003,,,,,,22.95,15.87,5.7,29.81,41.19,41.0,27.59,36.7,31.87,31.3,30.06,32.56,39.69,48.93,43.08,41.8,39.97,40.39,39.98,29.82
CAMECO,CA13321L1085,,,,,,51.39,46.58,54.27,67.0,81.73,81.97,86.4,80.11,82.19,77.11,75.6,75.45,76.75,74.59,75.81,77.57,81.26,80.56,84.51,74.96
CANADIAN IMP.BK.COM.,CA1360691010,,,,34.67,54.78,68.5,50.68,64.25,69.06,63.14,66.37,73.76,74.68,75.46,81.74,74.57,72.81,68.86,75.3,76.07,76.73,76.26,74.81,74.53,75.59
CANADIAN NATIONAL RY.,CA1363751027,,,,23.52,15.75,29.31,23.29,17.97,63.71,65.73,65.16,66.31,66.36,73.92,71.71,72.38,68.91,69.58,72.75,72.24,78.18,77.63,77.71,75.34,77.14
CANADIAN NATURAL RES.,CA1363851017,,,,,,,39.71,23.83,27.18,44.34,48.28,39.22,45.58,42.15,49.32,46.92,48.6,65.25,59.82,59.49,60.0,56.79,61.06,54.6,46.95
CANADIAN PACIFIC KANSAS CITY,CA13646K1084,,,,48.95,56.28,58.9,52.37,40.99,53.8,52.45,57.61,58.63,60.02,62.01,51.15,47.75,44.49,53.37,61.8,72.01,82.95,83.11,83.66,84.08,
CANADIAN TIRE 'A',CA1366812024,,,,,,18.67,33.82,31.94,55.28,55.34,73.42,70.83,64.18,62.43,69.9,49.31,48.58,53.29,57.86,54.06,65.6,59.28,56.83,59.71,
CANADIAN UTILITIES 'A',CA1367178326,,,,,,11.68,16.8,16.38,18.96,20.63,16.41,23.89,25.15,36.2,40.0,41.32,35.66,28.93,21.9,30.34,27.49,28.31,31.52,36.37,43.07
ELDORADO GOLD,CA2849025093,,,,,,18.27,24.29,22.3,33.45,37.2,34.2,34.55,47.18,56.42,61.4,56.74,63.96,47.09,63.41,65.63,77.16,79.84,79.43,76.38,75.12
EMPIRE 'A',CA2918434077,,,,,,,,,34.95,20.54,41.76,41.16,54.94,52.96,47.18,39.79,38.56,45.04,35.85,45.21,47.21,53.0,48.76,54.01,59.58
ENBRIDGE,CA29250N1050,,,,57.52,59.22,62.18,79.26,80.2,83.94,82.35,84.11,77.4,84.31,82.33,82.55,80.67,76.58,82.9,78.79,79.88,80.15,82.18,77.13,73.01,74.79
ENERPLUS DEAD - DELIST.04/06/24,CA2927661025,,,,,,21.42,17.07,19.88,16.92,32.2,38.25,36.48,33.54,38.23,38.0,44.56,44.68,52.98,51.51,52.06,53.86,55.06,52.01,54.97,
ENSIGN EN.SVS.,CA2935701078,,,,,,26.9,20.45,20.05,24.37,31.91,40.26,38.99,48.33,43.02,48.9,44.04,45.28,46.62,44.0,47.14,43.21,45.1,41.68,40.44,
FAIRFAX FINL.HDG.,CA3039011026,,,,,,18.81,21.31,15.14,17.65,18.59,15.74,18.25,21.33,18.88,16.9,22.55,22.34,21.09,21.65,22.76,22.78,23.18,26.19,30.5,
FINNING INTL.,CA3180714048,,,,,,39.45,36.75,36.18,39.18,46.46,44.81,47.62,46.4,43.55,37.09,33.47,33.88,33.61,35.1,50.88,46.52,56.02,56.58,53.72,64.71
FIRST QUANTUM MRLS.,CA3359341052,,,,,,11.88,9.38,19.03,21.1,47.71,52.31,54.48,52.92,57.08,54.97,58.84,58.66,70.97,74.3,75.68,75.83,74.34,78.13,76.42,72.93
FORTIS,CA3495531079,,,,,,22.88,17.17,18.52,21.62,29.11,24.95,24.49,40.94,37.23,35.29,45.68,50.14,51.24,54.13,67.01,75.07,77.06,81.06,79.48,76.75
FRANCO-NEVADA,CA3518581051,,,,,,,,,,7.72,14.54,17.83,15.28,14.97,20.86,29.15,26.13,29.19,30.51,43.9,58.62,65.42,67.3,65.72,68.99
GILDAN ACTIVEWEAR,CA3759161035,,,,,,43.15,47.92,38.82,70.21,74.9,79.03,72.59,73.02,71.13,64.23,60.46,62.13,74.82,78.5,81.17,85.98,81.58,84.18,80.36,74.1
GREAT WEST LIFECO,CA39138C1068,,,,,,30.31,21.31,28.33,36.75,18.95,25.34,31.1,31.73,32.06,28.9,35.15,41.37,50.8,49.38,47.66,48.59,50.11,52.77,46.27,45.72
IGM FINL.,CA4495861060,,,,,,12.43,10.78,32.54,41.29,28.19,30.12,36.03,37.77,40.59,41.28,51.17,59.41,51.87,56.37,64.72,73.08,64.46,80.83,75.45,78.71
IMPERIAL OIL,CA4530384086,,,,25.02,24.39,40.28,57.99,62.66,61.4,66.6,73.41,68.33,66.14,65.86,64.17,66.32,69.09,62.98,63.09,70.44,67.2,64.72,65.43,66.73,
INTACT FINANCIAL,CA45823T1066,,,,,,,,,37.02,32.23,50.23,54.94,49.13,49.31,53.7,53.46,57.32,56.25,62.57,55.33,57.09,55.92,53.43,50.56,58.89
KINROSS GOLD (NYS),CA4969024047,,,,,,19.35,43.55,49.46,60.27,68.56,69.51,66.44,75.2,73.71,77.33,76.33,79.22,79.55,80.29,78.69,76.28,77.11,82.41,83.83,80.56
LOBLAW,CA5394811015,,,,,,25.44,20.27,14.2,46.62,53.29,51.57,58.25,53.91,53.75,52.17,67.61,62.35,62.08,57.25,58.28,72.94,74.88,74.73,74.75,74.75
MAGNA INTL.,CA5592224011,,,,,,9.33,12.82,20.31,23.19,33.78,29.96,27.16,40.48,35.87,33.41,37.43,40.05,39.38,41.33,37.31,49.96,52.46,56.68,55.9,53.93
MANULIFE FINANCIAL,CA56501R1064,,,,56.19,40.79,60.59,60.11,56.53,50.46,70.26,65.13,59.04,65.89,56.86,58.53,67.22,60.73,70.0,66.76,68.35,75.09,75.06,74.25,75.89,77.2
METHANEX,CA59151K1084,,,,,,38.72,31.92,37.14,29.29,41.57,36.51,46.07,38.64,46.65,46.79,48.09,33.51,35.97,36.82,39.28,42.15,42.09,41.02,53.9,47.24
METRO,CA59162N1096,,,,,,,13.61,14.6,29.11,25.03,33.32,39.77,37.8,42.17,48.01,36.58,46.07,59.97,55.19,46.36,45.77,46.34,55.78,56.09,56.86
NATIONAL BANK OF CANADA,CA6330671034,,,,,,29.74,25.32,30.38,52.24,68.24,59.5,63.59,62.91,61.59,62.93,50.61,48.46,47.45,50.57,52.02,67.02,70.46,63.16,65.01,73.61
NUTRIEN,CA67077M1086,,,,,,,,,,,,,,,,,,,,40.99,45.39,70.32,71.08,67.91,67.97
OBSIDIAN ENERGY,CA6744822033,,,,,,19.62,25.28,33.3,34.95,40.17,40.58,38.48,38.5,32.18,31.51,24.76,27.25,26.69,18.57,18.59,26.21,21.62,27.77,26.01,
ONEX,CA68272K1030,,,,,,29.34,25.7,19.58,35.75,19.06,39.26,22.99,17.49,23.34,20.48,18.17,14.59,14.62,16.99,32.63,29.65,28.04,37.47,39.55,38.87
OPEN TEXT (NAS),CA6837151068,,,,,,24.63,19.81,33.43,26.67,33.21,36.29,26.26,22.23,15.3,21.8,29.89,29.87,44.15,59.54,63.36,58.45,67.81,63.89,74.9,75.36
PAN AMERICAN SILVER,CA6979001089,,,,,,22.15,19.23,24.44,23.67,28.24,27.07,51.32,48.39,52.79,49.0,55.0,48.76,44.79,48.54,51.32,79.55,79.71,80.75,84.09,78.6
POWER CORP.CANADA,CA7392391016,,,,,,5.59,6.21,11.2,7.15,11.81,16.58,18.8,23.32,21.09,22.46,40.42,43.76,55.48,58.38,62.75,59.69,62.68,61.66,62.67,61.47
PRECISION DRILLING,CA74022D4075,,,,,,38.6,20.62,26.65,14.84,32.86,32.35,31.03,37.21,34.15,38.19,34.61,35.53,41.34,42.99,37.89,48.36,51.87,49.97,,
RB GLOBAL (NYS),CA74935Q1072,,,,,,34.2,32.55,28.12,24.4,22.1,23.53,28.9,32.22,42.08,42.02,35.08,45.58,46.92,48.37,49.64,54.04,55.82,62.73,54.21,45.9
RIOCAN REIT.TST.,CA7669101031,,,,,,14.7,31.07,34.22,26.51,32.22,33.57,34.51,33.61,38.04,40.96,39.77,40.48,40.14,50.48,51.93,70.89,71.09,78.73,83.05,84.51
ROGERS COMMS.'B',CA7751092007,,,,,,,13.52,22.6,19.21,43.66,50.68,55.17,55.64,53.29,49.46,40.65,44.36,50.68,44.01,59.66,62.96,68.06,65.31,60.18,57.96
ROYAL BANK OF CANADA,CA7800871021,,,,33.1,41.6,52.07,75.58,64.65,62.34,77.27,82.83,81.19,84.25,82.82,77.28,72.13,71.06,69.19,74.05,77.39,84.87,81.14,81.48,77.31,77.71
SAPUTO,CA8029121057,,,,,,,18.69,22.27,24.02,33.91,27.78,37.74,41.57,39.56,33.31,29.36,34.9,32.33,35.55,36.33,38.59,47.87,60.88,65.7,63.51
SHAW COMMS.'B' DEAD - DELIST.05/04/23,CA82028K2002,,,,,,20.59,16.66,16.12,17.17,12.38,10.2,18.14,25.87,24.56,26.76,24.27,24.19,32.2,31.03,29.9,30.89,46.08,,,
SHERRITT INTL.RESTRCTD VTG,CA8239011031,,,,,,26.73,40.04,36.75,36.63,47.72,46.56,46.94,45.29,43.39,45.89,49.72,61.29,62.87,63.67,71.98,65.58,76.28,64.03,64.37,62.33
STANTEC,CA85472N1096,,,,,,,,,26.47,51.5,47.18,62.16,59.72,62.54,66.81,65.9,63.48,68.21,65.39,78.87,80.32,79.3,82.23,85.15,86.3
SUN LIFE FINL.,CA8667961053,,,,,,,57.63,58.17,59.98,58.44,63.27,67.06,63.87,64.18,66.82,71.31,62.29,61.21,64.67,65.32,78.46,79.15,77.07,82.29,71.41
SUNCOR ENERGY,CA8672241079,,,,27.0,40.68,60.21,40.31,57.7,73.61,68.26,86.23,83.35,83.5,80.43,80.68,74.5,68.94,72.06,67.5,68.43,75.14,71.7,77.32,74.2,
SUNOPTA (NAS),CA8676EP1086,,,,,,,,,,,,,,,,,,,,,19.71,35.65,34.86,49.97,49.36
TC ENERGY,CA87807B1076,,,,39.57,37.63,45.1,31.94,23.21,35.08,56.61,60.63,61.09,68.55,66.36,67.86,67.27,68.56,64.58,56.33,60.45,57.16,60.51,56.39,54.36,52.43
TECK RESOURCES SUBORDINATE VOTING B,CA8787422044,,,,,,45.43,62.35,53.21,65.64,74.24,73.9,75.98,75.11,73.71,74.02,70.55,73.16,72.49,81.76,79.54,78.79,81.96,84.55,81.16,79.6
TELUS,CA87971M1032,,,,,,,57.19,47.4,61.3,56.19,55.66,67.1,62.65,78.08,80.76,74.93,75.51,83.24,76.15,80.09,81.44,79.02,75.35,73.37,69.74
THOMSON REUTERS (NYS),CA8849038085,,,,,,10.59,11.58,9.5,33.23,32.03,40.4,40.3,49.35,54.54,53.71,56.86,60.63,63.15,57.2,49.25,61.76,54.03,53.49,50.77,52.14
TORONTO-DOMINION BANK,CA8911605092,,,,,,,,,78.8,81.91,81.33,85.11,84.58,78.55,84.96,78.38,73.9,74.45,79.63,79.7,77.98,74.06,78.43,70.13,72.75
TRANSALTA,CA89346D1078,,,,,,50.3,50.77,49.58,58.64,74.23,66.84,74.78,72.31,74.95,73.39,68.28,59.03,54.33,43.64,48.23,43.87,55.45,56.7,59.9,60.27
TRICAN WELL SER.,CA8959451037,,,,,,16.9,23.71,23.91,20.38,16.22,22.76,21.82,25.35,34.39,36.64,44.92,38.99,37.9,38.88,25.51,38.31,40.22,36.72,35.89,32.56
WESTON GEORGE,CA9611485090,,,,,,32.48,24.3,25.57,19.8,19.97,20.95,23.12,23.52,27.34,23.9,25.33,26.56,30.56,27.73,29.2,31.27,37.05,32.97,72.37,73.33
YAMANA GOLD DEAD - DELIST.04/04/23,CA98462Y1007,,,,,,12.96,11.97,22.91,29.23,50.27,66.86,69.44,68.62,69.06,70.55,75.9,70.96,71.43,74.5,72.35,81.02,72.22,74.57,,
YELLOW PAGES,CA9855721069,,,,,,,,,,,,,,,,,,,,,,,,,30.53
OC OERLIKON CORPORATION,CH0000816824,,,,25.06,21.48,29.91,36.43,31.71,21.39,35.27,37.68,47.78,40.81,49.67,46.29,48.15,46.27,47.71,47.91,47.9,53.82,59.53,70.07,72.34,73.4
SWISS PRIME SITE,CH0008038389,,,,,,,,,8.41,13.74,16.8,14.45,19.32,19.94,23.17,35.82,48.09,46.19,48.64,52.19,57.68,65.33,64.45,64.87,65.42
SWISSCOM 'R',CH0008742519,,,,37.67,40.06,40.27,51.01,38.65,56.4,67.75,61.55,68.2,68.2,65.06,75.46,69.32,74.61,60.99,65.84,71.06,72.57,75.5,66.74,71.84,69.03
CHOCOLADEFABRIKEN LINDT & SPRUENGLI,CH0010570759,,,,,,8.57,7.17,7.27,9.04,8.18,7.05,40.26,41.05,41.34,45.55,45.73,52.0,56.23,62.26,63.99,69.45,72.71,72.19,72.81,73.93
GIVAUDAN 'N',CH0010645932,,,,60.34,48.53,57.38,68.86,64.37,59.33,52.53,51.34,60.87,68.37,65.22,70.71,71.34,73.94,67.33,72.23,75.06,73.29,74.47,74.84,76.04,72.94
ZURICH INSURANCE GROUP,CH0011075394,,,,38.28,46.74,50.87,50.48,39.57,53.41,63.81,64.84,53.8,59.24,62.78,61.2,67.86,66.92,79.71,84.41,87.66,89.93,88.87,89.19,88.18,86.14
BASILEA PHARMACEUTICA 'R',CH0011432447,,,,,,,,,13.75,19.42,26.64,25.0,29.54,26.37,37.85,38.94,43.85,36.56,41.06,42.69,39.44,39.21,39.74,41.63,
NOVARTIS 'R',CH0012005267,,,,42.46,47.21,58.13,79.86,86.23,90.76,85.84,80.28,80.54,86.72,84.7,84.46,84.3,84.24,82.99,86.03,84.72,85.85,86.67,86.17,87.67,82.75
ROCHE HOLDING,CH0012032048,,,,39.55,63.98,67.7,73.66,79.77,69.22,75.08,72.89,76.94,72.28,81.46,81.09,89.7,89.34,87.48,87.27,90.39,93.42,92.32,94.64,91.99,86.99
CREDIT SUISSE GROUP DEAD - DELIST.14/06/23,CH0012138530,,,,43.21,41.7,60.84,65.67,71.0,75.43,80.95,84.0,87.83,86.49,85.31,80.66,78.58,79.54,77.32,76.93,75.59,83.15,81.43,83.47,77.57,
ADECCO GROUP,CH0012138605,,,,33.71,53.93,57.66,44.38,40.53,60.25,61.5,60.55,72.2,65.08,71.48,68.69,65.1,72.9,70.07,67.36,64.17,70.18,73.25,72.15,71.0,60.97
CLARIANT,CH0012142631,,,,32.13,43.25,37.85,34.42,38.08,40.1,61.04,49.74,66.71,69.0,68.14,66.94,68.33,68.79,76.5,76.67,77.91,76.88,78.83,79.92,80.1,78.63
HOLCIM,CH0012214059,,,,53.95,52.86,36.13,61.7,48.14,61.42,57.17,63.02,57.75,65.83,63.15,67.39,70.59,68.9,72.04,75.64,78.58,77.12,76.75,75.89,77.92,
ABB LTD N,CH0012221716,,,,67.23,64.77,64.56,89.18,86.84,89.91,90.47,91.13,89.24,93.42,91.44,89.72,92.89,88.9,87.22,89.72,92.69,93.89,93.81,93.98,91.15,90.49
THE SWATCH GROUP,CH0012255151,,,,34.37,10.1,22.25,16.7,12.23,23.49,20.57,18.06,17.93,16.36,18.33,17.5,20.42,25.04,25.29,30.6,33.48,32.92,34.99,56.05,61.83,63.25
KUDELSKI 'B',CH0012268360,,,,15.75,16.69,21.54,24.59,19.38,18.48,13.46,8.72,9.27,8.01,7.83,9.18,12.56,12.19,12.46,10.69,12.78,20.26,28.0,26.04,24.09,29.17
BALOISE HOLDING,CH0012410517,,,,19.02,38.62,37.02,36.54,35.16,50.88,49.55,52.0,59.27,50.73,54.62,46.26,50.62,51.07,50.7,45.36,43.68,45.96,44.97,40.48,38.97,40.06
SONOVA N,CH0012549785,,,,10.92,14.89,23.8,28.66,26.22,21.6,36.86,52.23,47.74,48.45,43.84,50.19,64.73,66.8,67.32,77.04,80.32,83.92,84.46,82.97,81.61,83.32
LONZA GROUP,CH0013841017,,,,48.26,43.84,45.78,31.96,45.65,59.51,61.42,65.2,66.69,77.4,66.38,69.23,66.02,64.22,71.84,71.73,82.1,86.96,79.51,78.45,81.26,
VALIANT 'R',CH0014786500,,,,,,,,,7.48,10.48,25.22,46.13,42.04,44.5,44.2,50.47,45.04,42.45,47.9,46.47,42.68,45.38,45.97,48.19,46.69
SWISS LIFE HOLDING,CH0014852781,,,,27.3,31.51,41.84,35.02,48.98,41.54,57.2,56.93,62.71,53.2,55.22,55.54,53.58,57.46,54.89,60.76,67.47,70.33,72.07,76.61,76.23,65.16
